question,answer
سؤال 1088--, آيا شهادت بر شهادت قبول است؟جواب:
سؤال 1089--, آيا نوشتن وصيّت نامه واجب است؟جواب:
سؤال 1090--, كسي مالي را براي شخصي وصيّت كرده است ولي جدّ پدري ميّت، آن مال را بدون مجوّز شرعي فروخته است و مدّتي از اين جريان مي گذرد و ارزش آن كمتر شده است، حكم شرعي مسأله را بيان فرماييد؟جواب:
سؤال 1091--, آيا حضرت عالي اجازه مي فرماييد ثلث تركه مرحوم پدرم را به يكي از ارحام (كه بدهي دارد واگر نپردازد با مشكل مواجه مي شود) بدهيم؟جواب:
سؤال 1092--, شخصي وصيّت كرده است كه «ثلث اموال اين جانب را در موردي خرج كنيد كه از نظر قرآن و سنّت بهترين موارد است و بهتر از آن موردي نيست» نظر مبارك را در اين مورد بيان فرماييد كه پول ايشان در چه موردي مصرف شود؟جواب:
سؤال 1093--, اگر ميّت وصيّت نكرده باشد، آيا از اصل مال حقّي دارد؟جواب:
سؤال 1094--, اگر ميّت تعيين وصي نموده، اما وصيّت به ثلث ننموده باشد، آيا لازم است ثلث او را در كارهاي خير مصرف كنند؟جواب:
سؤال 1095--, شخصي يك باب منزل نوساز به همسرش مصالحه و هبه نموده است و يك سوّم اموال خودش را وصيّت كرده كه خرج كفن و دفن وامور خيريّه شود كه در سال اوّل اجرا شد، امّا حال يك برادر و خواهر مادري او پيشنهاد مي كنند ديگر ادامه داده نشود، آيا اين پيشنهاد صحيح است؟جواب:
سؤال 1096--, اگر كسي در حال حيات وصيّت كند كه بعد از مرگش اعضاي بدنش را در اختيار بيماران نيازمند به آن اعضا قرار دهند، آيا ورثه مي توانند از اين كار جلوگيري كنند؟جواب:
سؤال 1097--, شخصي وصيّت كرده كه قرآنهايي كه مدّتها آنها را مي خوانده است با او در قبر بگذارند، آيا عمل به اين وصيّت جايز است؟جواب:
سؤال 1098--, ميّتي وصيّت نموده است كه بعد از فوت او سه ختم قرآن و يك حج انجام دهند و مبلغي به مسجد كمك نمايند، آيا ورثه مي توانند ختم قرآن را مقدّم بدارند؟جواب:
سؤال 1099--, اگر ميّت وصي را ملتزم به يك ختم قرآن نموده باشد و او كسي را جهت تلاوت اجير نمايد و اجير، قرآن را ختم نمايد ولي وصي از پرداخت اجرت خودداري نمايد، آيا به وصيّت ميّت عمل شده و در صورت نپرداختن اجرت ثوابي به ميّت مي رسد؟جواب:
سؤال 1100--, درزمان تنظيم صلح نامه يا وصيّت نامه، آيا حضور تمامي ورثه الزامي است؟جواب:
سؤال 1101--, اگر بعضي از فرزندان در هنگام وصيّت يا مصالحه حضور نداشته باشند، آيا مي توانند منكر وصيّت نامه يا صلح نامه شوند و يا آن را قبول نكنند؟جواب:
سؤال 1102--, آقاي احمد با خانمي به نام فاطمه ازدواج دائم كرد و مهريّه يك ميليون تومان تعيين شد كه مبلغ دويست هزار تومان آن نقداً پرداخت شد و براي باقيمانده چكي به مبلغ هشتصد هزار تومان توسّط احمد در وجه فاطمه نوشته شد و آن چك به طور امانت تحت شرايطي نزد اين جانب است. آن خانم پس از چندي فوت كرد و آن مرحومه از شوهر اوّل خود كه هم اكنون زنده است يك دختر دارد كه با پدرش زندگي مي كند. پدر مرحومه پيشنهاد كرده كه چك آقاي احمد كه در وجه مرحومه است به خود ايشان مسترد شود لازم به تذكّر است كه پدر و مادر مرحومه زنده اند و مرحومه تعدادي خواهر و برادر نيز دارد، با توجّه به اين مقدمه به سؤالات زير پاسخ دهيد:الف) وارثين اين مرحومه چه كساني هستند؟ب) از اين چك سهم آن دختر مرحومه كه هم اكنون با پدر مرحومه زندگي مي كند چقدر است؟ج) آيا شرعاً مي توانم چك را به پدر آنمرحومه بدهم كه ايشان به همسر آن مرحومه ببخشد؟د) از نظر شرعي تكليف بنده با در اختيار داشتن چك و شرايطي كه آنها نوشته اند و داور بودن من چيست؟جواب:
سؤال 1103--, اخوي اين جانب، دوازده سال قبل در جنگ، مفقود الاثر گرديده و در آن زمان مشخص نبود كه شهيد است يا اسير و اكنون پس از دوازده سال، شهادت او مسلّم و محرز شده است. اين شهيد همسر داشته، امّا فرزند ندارد، استدعا دارد به سؤالات ذيل پاسخ فرماييد:الف) حقوق اين شهيد در طول اين دوازده سال به طور كامل و يك جا توسط همسر او گرفته و خرج شده است، آيا تمام اين حقوق از او بوده است يا اينكه چيزي از آن به عنوان ارث به پدر و مادر و برادر و خواهر آن شهيد مي رسد؟جواب:
سؤال 1104--, اين جانب دختري هستم شانزده ساله كه از بدو تولّد، مادرم فوت نموده و بعد از گذشت يك سال از ازدواجم پدرم را نيز از دست دادم. ماترك پدرم شامل يك باب منزل مسكوني چهار طبقه در تهران مي باشد كه در يكي از طبقاتآن يكي از همسرانش سكونت دارد و بقيّه به اجاره داده شده است و همچنين مستمري از طرف اداره دولتي دريافت مي گردد. ساير ورثه پدرم عبارتند از مادر پدرم و دو همسر كه يكي داراي سه فرزند دختر و ديگري داراي دو فرزند (يكي پسر و يكي دختر) مي باشند. لطفاً سهم مرا از جهت اجاره ساختمان ارث مرقوم فرماييد. لازم به توضيح است كه در طول سه سال فوت پدرم تا كنون هيچ گونه وجهي دريافت ننموده ام.جواب:
سؤال 1105--, شخص متوفّي پدر و مادر و زوجه غير مدخوله دارد، نحوه تقسيم ارث را بيان فرماييد؟جواب:
سؤال 1106--, در يك منطقه ازمناطق كشمير رسم مردم مسلمان اينگونه است كه پسرها هميشه همراه پدر و در خانه او زندگي مي كنند. هنگامي كه پدر از دنيا مي رود تمام اموال پدر در اختيار پسرها قرار مي گيرد، امّا دخترها كه در خانه شوهران خود زندگي مي كنند سهم ارث خود را از برادرانشان مطالبه نمي كنند، بلكه اغلب به برادران خود مي بخشند، بعضي هم تا خودشان زنده هستند با رضايت در اختيار برادران مي گذارند، بعد از فوت خواهران و برادران، اولاد خواهران از اولاد برادران حصّه مادرشان را مطالبه مي نمايند و مي گويند: مادران ما حصّه خودشان را به پدران شما نبخشيده بودند بلكه به عنوان اباحه گذاشته بودند و اولاد برادرها هم نمي دانند كه عمّه هايشان حصّه خود را به پدران آنها بخشيده بودند يا به صورت اباحه گذاشته بودند، تكليف اولاد برادران چيست؟جواب:
سؤال 1107--, دو سال پيش مادرم عمرش را به شما داد و از وي چهار فرزند ذكور وسه فرزند اناث مانده است. ماترك آن مرحومه ملكي است به ارزش حدود ده ميليون تومان كه تصميم داشتيم بفروشيم و هركس سهم خود را بردارد. خواهرانم دستخطي از آن مرحومه ارائه مي دهند به اين مضمون كه فرزندانم هنگام تقسيم ارثيه بين دختر و پسر فرق قائل نشوند و همه به يك نسبت برخوردار شوند حال با توجّه به اين كه همگي ما صحّت دستخط يعني تعلّق داشتن به آن مرحومه را قبول داريم امّا ممكن است بعضي از برادران لااقل ته دل به اين امر رضايت نداشته باشند، بفرماييد كهتكليف شرعي چيست؟جواب:
سؤال 1108--, زني بيست و پنج سال پيش از شوهرش طلاق گرفته و از آن شوهر يك پسر و يك دختر دارد و مرد زن ديگري اختيار كرده كه از او نيز دختري دارد و او را نيز بيست سال پيش طلاق داده است و زن سوّمي اختيار كرده است. پدر و پسرش در اثر واژگون شدن ماشين، فوت نموده اند و تقدّم و تأخر فوت هيچ كدام معلوم نيست و زن طلاق گيرنده ادّعا مي نمايد پسرش كه هيچ گونه مالي ندارد و با پدرش زندگي مي كرد و مجرّد بوده، بايد از پدر ارث برده و ارث پسرش به او برسد، آيا به او ارث مي رسد (توضيح اينكه پدر داراي ورثه هاي زير مي باشد: دو دختر، مادرش و زني كه در حال حاضر در خانه اوست)؟جواب:
سؤال 1109--, وارث زيد متوفي يك خواهرزاده مادري است، از طرف ديگر سه تن ازعموزادگان او در قيد حياتند، ارث زيد چگونهتقسيم مي شود؟جواب:
سؤال 1110--, شخصي در زمان حيات خويش، حقوق تنها وارث خود را كه خواهرش بوده با پرداختن مبلغ 14000 تومان به عنوان مصالحه از او سلب نموده و بيان داشته كه مشارٌ اليها هيچ گونه حقّي نسبت به ارث برادر خود بعد از وفات وي ندارد و جميع مايملك را نيز به همسر خويش صلح نموده است و اين صلح و مصالحه دو سال قبل از فوت مشارٌ اليه و در حالت مرضي بوده است كه منجر به وفات وي شده است با توجّه به اجمالي كه گذشت، آيا اين صلح و مصالحه صحيح است و مانع ارث مي شود؟جواب:
سؤال 1111--, شخصي از مؤمنين فوت نموده و ورثه حين الفوت او به شرح زير مي باشند: الف) زوجه دائمي كه دختر عموي متوفي بوده. ب) دختر عموي ديگر. ج) يك پسر دايي. د) از دايي ديگري سه پسردايي و سه دختر دايي. ه-) دو پسر خاله و دو دختر خاله. لطفاً بفرماييد پسر و دختر دايي ها و پسر و دختر خاله هابه طور مساوي ارث مي برند يا للذّكر مثل حظ الانثيين؟جواب:
سؤال 1112--, كساني كه حقّ مسلّمي دارند، مثل خواهر، عمّه يا غير آنان- اعمّ از مال منقول يا غير منقول- ولي ادّعاي آن حق را نمي كنند، آيا پس از فوت آنها ورثه آنها مي توانند آن حق را ادّعا كنند؟جواب:
سؤال 1113--, شخصي با كاميون خود به جبهه رفته، هم خودش شهيد شده و هم كاميون او نابود گرديده است، سپس دولت عوض كاميون را به خانواده شهيد داده است، آيا همسر شهيد مي تواند سهم الارث خود را از آن ادعا كند؟جواب:
سؤال 1114--, چگونگي ارث زن و شوهر را از همديگر در صورتي كه وارث ديگري نباشد، بيان فرماييد؟جواب:
سؤال 1115--, زن اوّل زيد در وقت وضع حمل مرده و بچّه او هم به فاصله كمي از دنيا رفته است. بعد از يك سال دختر يكي از اقوام را گرفته است و بيست سال هم زندگي نموده اند و از اين زن دوّم اصلا اولاد ندارد و فعلا شوهر مرده است، ارث زن چگونه است؟جواب:
سؤال 1116--, آيا زن، از آب قنات يا چاه ارث مي برد؟جواب:
سؤال 1117--, آيا مهريه زن جزء تركه اوست و اگر جزء تركه اوست آيا شوهر مي تواند به نسبت سهم الارث خود از آن، كسر و مانده مهريه را به ساير ورثه زن (زوجه خود) پرداخت نمايد؟جواب:
سؤال 1118--, آيا در ازدواج دائم، مرد مي تواند ضمن عقد با همسرش شرط كند كه اگر زن وارث مرد واقع شد، ارث خودش را به فرزند آن مرد كه از زوجه مرحومه او باقي مانده است ببخشد و هبه كند؟جواب:
سؤال 1119--, آيا زوجه از پولي كه عوض ديه خون شوهرگرفته حقّي دارد و چه مقدار؟جواب:
سؤال 1120--, شوهر اين جانب فاطمه، در سال 63 فوت كرده است، با توجّه به(1). جواهر، جلد 39؛ وسايل الشيعة، جلد 17، باب ميراث الازواج.1- باغات پسته 2- سه واحد منزل مسكوني كه سند آنها به نام آن مرحوم است. 3- تراكتور با تمام وسايل 4- چاه و پمپ و ساختمان موتورخانه و امتياز آب و برق و پروانه چاه. 5- اموال منقول و وسايل خانه. با توجّه به مطالب فوق الذّكر لطفاً به سؤالات زير جواب دهيد:الف) آيا بنده از اين اعياني حقّي دارم و اگر دارم به چه صورت مي باشد؟ب) با توجّه به اينكه در طول 13 سال ارثيه مرا نداده اند، آيا درآمد اين چند سال به من تعلّق مي گيرد؟ج) آيا در دادن ارثيه، قيمت روز پرداخت ملاك مي باشد يا قيمت روز مرگ ميّت و اگر قيمت روز مرگ ميّت ملاك است، آيا تورّم اين چند سال محاسبه مي شود؟جواب:
سؤال 1121--, هرگاه برادر و خواهري وارث پدري شوند و تركه در دست برادر بماند و بعد هر دو از دنيا بروند، وارثان خواهر مي گويند سهم ما را بدهيد ولي وارثان برادر مي گويند آن خواهر سهم خود را هبه كرده يا فروخته است، تكليف چيست؟جواب:
سؤال 1122--, ديه را چه كسي ارث مي برد؟جواب:
سؤال 1123--, آيا ورثه مي توانند از تركه ميّت، شخصي را براي انجام نماز و روزه احتياطي ميّت، استيجار كنند؟جواب:
سؤال 1124--, آيا بعضي از ورثه حق دارند بيش از سهم ارث خود، در تركه تصرّف كنند؟جواب:
سؤال 1125--, آيا بخشش در حال حيات مانع از سهم الارث مي شود؟جواب:
سؤال 1126--, آيا طبقه دوّم و سوّم ارث، حقّ قصاص دارند؟جواب:
سؤال 1127--, در صورتي كه وكيل صيغه عقد را اشتباه خوانده باشد، آيا فرزندان از اين مرد و زن ارث مي برند؟ آيا خود مرد و زن از همديگر و از فرزندان در صورت فوت ارث مي برند؟جواب:
سؤال 1128--, آيا در صورتي كهوارثان توافق كنند، مي توانند خلاف سهام ارث عمل نمايند؟جواب:
سؤال 1129--, آيا بهائي از مسلمان ارث مي برد؟جواب:
سؤال 1130--, اگر نايب براي حج به شرط عمل نكند و نايب ديگري بگيرد و به حج بفرستد و نايب دوّم حج را از طرف ميّت انجام دهد، آيا ورثه حق دارند پول را پس گرفته و بين خود تقسيم كنند؟جواب:
سؤال 1131--, آيا لباسهاي مختلف و زيورها و امثال اينها را كه شوهر در حال حيات براي همسرش گرفته متعلّق به زن است يا مال شوهر است كه بايد بين ورثه تقسيم شود؟جواب:
سؤال 1132--, در صورتي كه عدّه اي در اثر هدم و غرق از بين بروند و رابطه آنها به نحوي باشد (مثل پدر و پسر) كه هرگاه يكي از آنها قبل از ديگري بميرد از او ارث مي برد و در شرع مقدّس حكم به توارث هر يك از ديگري مي شود، حال اگر عدّه اي در نفت يا حوض شير يا مايعات ديگر غرق شوند، آيا مشمول اين حكم مي شوند يا خير؟ همچنين آيا هدم، شامل انفجار هواپيما و امثال آننيز مي شود؟ تصادف اتومبيل چطور؟جواب:
سؤال 1133--, هرگاه پس از صدور حكم موت شخص مفقود الاثر و تقسيم تركه بين ورثه، مفقود الاثر پيدا شود تكليف ورثه نسبت به عين مال و منافع مستوفات و منافع غير مستوفات چيست؟ و اموالي كه در مدّت تصرّف از بين رفته است چه حكمي دارد؟جواب:
سؤال 1134--, آيا يد متصرّفين (ورثه) بعد از صدور حكم موت و تقسيم تركه بين آنها اماني است يا ضماني؟جواب:
سؤال 1135--, هرگاه شخص مسلماني كه داراي چند فرزند مسلمان است بهائي شود و زن بهائي اختيار كند، در صورت فوت آن شخص، سهم الارث فرزندان مسلمان و بهائي او و زن بهائيش چگونه تقسيم مي شود؟جواب:
سؤال 1136--, اين جانب تمام اموال منقول و غير منقول خود را در مقابل هزار تومان به فرزندم فروخته و منتقل نموده بودم، به شرط اين كه تا من زنده ام در اختيار خودم باشد، متأسفانه فرزندم قبل از من از دنيارفته است، آيا اموال به خودم برمي گردد يا به ورثه فرزندم منتقل مي شود؟جواب:
سؤال 1137--, آيا تفنگ هم مثل شمشير به ولد اكبر مي رسد؟جواب:
سؤال 1138--, در صورتي كه تفنگ، بيش از خشاب خود گلوله داشته باشد، آيا بازهم به ولد اكبر مي رسد؟جواب:
سؤال 1139--, اگر مردي چند زن داشته باشد كه هر كدام ولد اكبر داشته باشند، اين سلاح به كدام يك از آنها مي رسد؟جواب:
سؤال 1140--, در جايي كه ميّت وصيّت به ثلث نكرده باشد، آيا ورثه مي توانند از اصل تركه براي ميّت نماز و روزه استيجار نمايند؟جواب:
سؤال 1141--, تكليف اموال كسي كه مفقود الاثر گشته، چيست؟جواب:
سؤال 1142--, اگر هيچ يكاز طبقات ارث موجود نباشند، اموال ميّت به چه كسي مي رسد؟جواب:
سؤال 1143--, يكي از پسرهاي يك خانواده زرتشتي در سال 62 به عنوان يكي از مهره هاي تقريباً مهمّ چريكهاي فدايي دستگير و زنداني مي شود و حكم محكوميّت نامبرده به زندان نيز صادر و در زندان توبه كرده و پس از گرايش به اسلام و نيز پس از تحمّل مدّت زنداني آزاد مي شود. در سال 66 پدرش فوت مي كند و در سال 68 شخص مورد نظر سهم الارث خود را مي گيرد و غير منقول را رسماً منتقل مي كند. اكنون با راهنمايي يكي از وكلاي دادگستري به استناد ماده 881 مكرّر قانون مدني كه مي گويد: «كافر از مسلم ارث نمي برد و اگر در بين ورثه متوفاي كافري مسلم باشد ورّاث كافر ارث نمي برند اگر چه از لحاظ طبقه و درجه مقدّم بر مسلم باشند» اقدام به طرح شكايت بر عليه مادر و خواهر و برادرش كرده است، بفرماييد آيا غير از وارث مسلمان بقيّه ورثه هم ارث مي برند؟جواب:
سؤال 1144--, شخصي دو سال قبل از فوتش، با وجود مرضي كه منجر به فوت او شده است، جميع مايملك خود را به همسرش فروخته است كه بالتّبع ورثه شرعي او از ارث محروم شده اند، آيا اين معامله صحّت شرعي دارد؟ در فرض مذكور اگر معامله صوري بوده باشد صحيح است يا خير؟ اگر در فرض مذكور احتمال اجبار در معامله باشد حكمآن چيست؟ اگر در فرض مذكور احتمال قصد ضرر زدن به ورثه باشد حكم آن چيست؟جواب:
سؤال 1145--, پدر اين جانبان و همسر اين جانبه مرحوم بهرام كه داراي دينزرتشتي بوده است حدود پنج سال قبل از فوتش با يك خانم مسلمان ازدواج انقطاعي نموده است كه در صيغه نامه مذكور خود را مسلمان معرفي كرده است و ثمره اين وصلت موقّت دو فرزند مي باشد، ليكن چون ما از مراتب مسلمان شدن احتمالي وي و همچنين از ازدواج موقّت مشارٌ اليه هيچ اطّلاعي نداشتيم و او را هيچ وقت در حال انجام فرايض دين مقدّس اسلام نديده بوديم و خود وي نيز در اين مورد هيچ گونه صحبتي با ما يا با ديگران نكرده بود، لذا هنگامي كه وي فوت نمود او را به عنوان يك انسان زرتشتي و طبق آداب و رسوم دين زرتشتي در گورستان زرتشتيان دفن نموديم كه همسر به اصطلاح صيغه اي وي و دو فرزندش در تمام مراحل و در كليّه مراسم اعمّ از خاكسپاري متوفي و مراسم عزاداري وي شركت داشتند و هيچ گونه اشاره اي به مسلمان بودن خود يا مسلمان شدن آن مرحوم و ازدواج موقّت وي ننمودند تا اين كه بعداً اين جانبان از ماجراي ازدواج انقطاعي آنان و مفاد صيغه نامه مزبور كه در آن دين آن مرحوم اسلام قيد شده است با اطّلاعگشتيم كه موضوع را با يكي از همسايگان خود كه فردي است مسلمان و مطالعات و تحقيقات و تجربياتي در امور حقوقي و فقه اسلامي دارد در ميان گذاشتيم، وي ضمن برشماري مزايا و محاسن فراوان دين مقدّس اسلام و حقانيّت و برتري دين مبين اسلام بر ساير اديان و اين كه اسلام كاملترين و بهترين و آخرين دين الهي مي باشد اين جانبان را به مسلمان شدن تشويق و دعوت نمود كه سرانجام با ارشاد و راهنمايي ها و كوشش بي دريغ وي به فراگيري و آموزش فرايض به دين مقدّس اسلام مشرّف گرديديم و رسماً مسلمان و شيعه اثني عشري شديم، با توجّه به مراتب فوق و همچنين با توجّه به اين كه دلايل و مدارك مستندي كه دال بر اين باشد كه آن مرحوم مسلمان شده باشد وجود ندارد تقاضامنديم به سؤالات زير پاسخ دهيد:الف) آيا آن مرحوم مسلمان بوده است؟ب) آيا ازدواج انقطاعي آن مرحوم با خانم مسلمان شرعاً صحيح بوده است؟ج) آيا دو فرزندي كه از اين وصلت به وجود آمده است مشروع هستند و از ما ترك آن مرحوم ارث مي برند؟د) با وجودي كه تا كنون ديون متوفي ادا نشده و ماترك آن مرحوم تقسيم نشده است و در ضمن تا كنون حكم قطعي حصر وراثت صادر نشده، آيا اين جانبان كه مسلمان شده ايم جزء ورثه آن مرحوم محسوب مي گرديم و از ما ترك وي ارث مي بريم؟جواب:
سؤال 1146--, ما دو برادر هستيم و باغي از پدر به ما ارث رسيده است كه نصف آن حقّ من بوده و نصف ديگرش حقّ برادرم مي باشد اكنون من قصد فروش حقّ خود را دارم، ابتدا به برادرم و سپس به همسايه بغل دستي خود نيز گفته ام و آنها از خريدن اين ملك صرف نظر كرده اند. اكنون مي خواهم به شخص ديگري بفروشم ولي برادرم مانع مي شود و مي گويد: بيا دوباره زمين را تقسيم كنيم، در حالي كه 25 سال از تقسيم اوّليه كه با رضايت انجام شده است مي گذرد و علّت جلوگيري ايشان اين است درختي است كه ريشه و تنه آن در ملك برادرم مي باشد امّا اكثر شاخه و برگهاي آن در ملك من است و مانع از تابش نور خورشيد بر زمين من مي باشد تكليف ما چيست؟جواب:
سؤال 1147--, پدر و پسري همزمان با هم در اثر يك سانحه تصادف به رحمت حق پيوسته اند. پدر داراي سه فرزند ديگر نيز مي باشد، از طرف ديگر پسر كه همراه پدر مرده است نيز داراي چهار فرزند مي باشد، آيا از ارث پدر بزرگ به اين فرزندان يتيم چيزي مي رسد؟جواب:
سؤال 1148--, يك نفر با سه بچه اش در يك شب، در اثر گازگرفتگي زغال فوت كرده اند و معلوم نيست كدام مقدّم و كدام مؤخّر فوت كرده اند، قابل توجّه اين كه بچه ها مالي ندارند و وارث پدر فعلا يك زن و پدر و مادر او مي باشند، كيفيّت تقسيم ارث را بيان فرماييد؟جواب:
سؤال 1149--, لطفاً در روايت زير:قال الشعبي: «ما رايت افرض من عليٍّ و لا احسب منه و قد سئل عنه عليه السلام و هو علي المنبر يخطب، عن رجل مات و ترك امراته و ابوين و ابنتين، كم نصيب المرأة؟ فقال- عليه السلام-: صار ثُمنها تسعاً فلقّبت بالمسألة المنبرية شرح ذلك: للابوين السدسان و للبنتين الثلثان و للمرأة الثمن عالت الفريضۀ فكان لها 3 من 24 ثمنها فلما صارت الي 27 صار ثمنها تسعا فان ثلاثۀ من 27 تسعها و يبقي 24 للابنتين 16 و 8 للابوين سواء» جمله عالت الفريضۀ را توضيح دهيد.جواب:
سؤال 1150--, با وجود نهادي براي امر به معروف در نظام جمهوري اسلامي، آيا وظيفه امر به معروف و نهي از منكر از ديگران سلب مي شود؟ و در صورت تداخل كار آنها با ديگران، تكليف چيست؟جواب:
سؤال 1151--, گاهي بعضي از اساتيد زن در كلاس درس دانشجويان با لباسهاي تحريك كننده حضور پيدا مي كنند و دانشجويان بناچار براي دريافت درس و مطلب به او نگاه مي كنند، تكليفشان چيست؟جواب:
سؤال 1152--, آيا در امر به معروف و نهي از منكر قصد قربت شرط است؟جواب:
سؤال 1153--, آيا با اشخاصي كه افعال و كردار غير معقولانه و ناشايست دارند و با تذكّر، از افعال خود دست بردار نيستند، مي شود قطع رابطهنمود؟جواب:
سؤال 1154--, وظيفه يك طلبه در رابطه با مفاسد اجتماعي جامعه و بدحجابي خانمها بطور واضح چيست؟جواب:
سؤال 1155--, اگر كسي در بين جمع، غيبت بكند و مطمئن باشيم امر به معروف و نهي از منكر در او تأثير نمي كند، وظيفه ما چيست؟جواب:
سؤال 1156--, آيا قطع رابطه با اقوامي كه نسبت به امور شرعي بي تفاوتند مثلا (خمس و زكات نمي دهند) و يا امور خلاف شرع انجام مي دهند و امر به معروف و نهي از منكر در آنها تأثيري ندارد جايز است؟جواب:
سؤال 1157--, اگر امر به معروف و نهي از منكر در اداره باعث شود كه انسان از مزايايي همچون اضافه كار و يا پاداشهاي ديگر محروم شود، آيا بازهم واجب است؟جواب:
سؤال 1158--, آيا تذكّر به كسي كه قرآن را غلط مي خواند واجب است؟جواب:
سؤال 1159--, يكي از مسئولين دانشگاهها به غلط امر به معروف و نهي از منكر و تذكّر به دانشجويان خاطي را محدود به مسئولين انضباطي دانشگاه مي داند و به دانشجويان مؤمن ميدان نمي دهد، با توجّه به اين مطلب وظيفه يك دانشجوي متعهّد و انقلابي در اين زمينه چيست؟جواب:
سؤال 1160--, اگر سوار تاكسي شديم و راننده نوار ترانه غير مذهبي گذاشت تكليف ما در اين حال چيست؟جواب:
سؤال 1161--, آيا در تقسيم متعارف كافر به ذمّي و حربي كه غير ذمّي را حربي مي دانند، مي توان به همه احكام آن ملتزم شد كه كفّاري كه در حكومت جمهوري اسلامي هستند، ذمّي و بقيّه در هر كجاي دنيا كه باشند حربي باشند و همه اقدامات درباره كافر حربي درباره آنان جايز باشد، يا حربي اختصاص دارد به حالت محاربه و در غير حالت جنگ، قسم سوّمي داريم كه نه ذمّي و نه حربي است و جان و مال و عرض آنان كه در جنگ نيستند محترم است؟جواب:
سؤال 1162--, آيا فقيه مبسوط اليد مي تواند حكم به جهاد ابتدايي كند؟جواب:
سؤال 1163--, آيا كشتن كسي كه به انسان حمله مي كند و يا سارقي كه به منزل انسان آمده است جايز است؟جواب:
سؤال 1164--, مسأله اي براي من هنگام اشغال كويت توسط لشكر متجاوز عراق اتفاق افتاد لطفاً جواب اين مسأله را بفرماييد- داستان از اين قرار است كه روز هشتم اشغال كويت وقتي كه به خانه برگشتم يكي از سربازان عراقي را در خانه، در كنار برادر كوچكم ديدم از او سؤال كردم اين شخص كيست؟ گفت: يكي از سربازانعراقي است كه مردم كويت را مي كشند، ولي من به حرف او اعتنايي نكردم و به اطاق رفته به نماز ايستادم. در اين هنگام آن سرباز با اسلحه گرم او را زد به طوري كه خون از بدن او جاري شد ولي هنوز به زمين نيفتاده بود كه من از ترس جان خود و خانواده آماده دفاع شدم و به او حمله كردم، از نظر شرعي اين دفاع چگونه بوده است؟جواب:
سؤال 1165--, اگر يك طايفه از شيعيان بر طايفه ديگر حمله مسلحانه نمايد بطوري كه خوف جان، مال و ناموس عدّه اي در آن باشد، آيا بر طايفه ديگر دفاع واجب است؟جواب:
سؤال 1166--, با توجّه به مسأله فوق اگر افراد يا مسئولين يكي از جناحها (در حالي كه اسلحه با خود حمل نمي كرده و قاتل كسي هم نبوده) توسّط جناح ديگر ترور گردد حكم قاتل و مقتول چيست؟جواب:
سؤال 1167--, پس از بيرون رفتن استعمار انگلستان از شبه قاره هند و تقسيم آن به ايالت مسلمان نشين جامو و كشمير، بر خلاف مقرّرات تقسيم و خواست مسلمانان، اين منطقه در نتيجه زورگويي و لشكركشي زير سلطه هند درآمد. مسلمانان براي حفظ مذهب، فرهنگ، ناموس و آزادي خود عليه متجاوز، قيام كرده اند و در اين مبارزه به بدترين مصائب از جمله قتل عام، شكنجه، اسارت و غارت و حتي … گرفتار شده اند، آيا كشته شدگان مسلمانان در اين مبارزه شهيدند و اين حركت جهاد محسوب مي شود؟جواب:
سؤال 1168--, اگر روشن شود كه كالاهاي اسرائيلي را به نام كشورهاي ديگر مثل تركيّه و قبرس و يا ساير كشورها، به كشورهاي اسلامي وارد مي كنند تا خريداران متوجّه نشوند كه اين كالاها اسرائيلي است چون مي دانند كه اگرمسلمانان بدانند اسرائيلي است نمي خرند، حكم اين فريب دادن مسلمانان چيست؟جواب:
سؤال 1169--, آيا براي آژانسهاي مسافرتي، جايز است كه تورهاي مسافرتي به اسرائيل ترتيب دهند؟جواب:
سؤال 1170--, اگر آژانسهاي مسافرتي مرتكب چنين كاري بشوند آيا براي مسلمانان جايز است كه از اين آژانسها براي سفر به اسرائيل بليط تهيه كنند؟جواب:
سؤال 1171--, بسياري از بهائيهاي مقيم جمهوري اسلامي ايران اظهار مي دارند كه ما تابع قوانين عمومي ايران بوده و هيچ تخلّفي را مرتكب نشده ايم ليكن متحمّل تضييع حقوق هستيم، آيا اصولا بهائيها، به خصوص بهائيهاي مقيم ايران اهل ذمّه محسوب مي شوند؟جواب:
سؤال 1172--, آيا جايز است كه مسلماني، كشورهاي غير اسلامي را وطن خود قرار دهد؟ آيا اين تعرّب بعد الهجره نيست؟جواب:
سؤال 1173--, آيا سفر به كشورهاي كفر و فساد براي ادامه تحصيل با احتمال ضعف دين خود يا همسر يا يكي از فرزندان، يا بي اعتنايي در بعضي از فرايض يا متأثر شدن به اخلاق و عادات آنها، جايز است؟جواب:
سؤال 1174--, آيا پناهنده شدن به كشورهاي كفر به خاطر اين كه كاري در وطن خود گير نمي آورد جايز است؟جواب:
سؤال 1175--, آيا سفر به كشورهاي غير مسلمان براي گذراندن تعطيلات و استراحت و اطّلاع بر فرهنگ آن كشورها، با احتمال وقوع در حرام يا ضعف اعتقادات خود يا همسر يا فرزندان يا متأثر شدن از اخلاق مردم آن مملكت جايز است؟جواب:
سؤال 1176--, آيا جايز است كه مسلمان به بلاد كفر و فساد مهاجرت كند و در آنجا كار كند و تخصّص و فنّ خود را در اختيار كفّار قرار دهد؟جواب:
سؤال 1177--, آيا زن حقّ مخالفت با شوهرش را دارد كه به بلاد كفر نرود؟جواب:
